"Id","SalePrice"
1461,170424.460145799
1462,219171.925653577
1463,207059.4829716
1464,161837.444062792
1465,105081.414875958
1466,158120.379595776
1467,139090.130641707
1468,136704.041048738
1469,169555.650760221
1470,132123.897054708
1471,117971.829100305
1472,48704.1849777482
1473,49873.2471289541
1474,65894.6950483853
1475,56822.5471088885
1476,221980.922852727
1477,210333.420591472
1478,203453.867837101
1479,234866.487644029
1480,276337.320582149
1481,232511.920715629
1482,135434.135538444
1483,266808.485618419
1484,79366.148408513
1485,192819.137032351
1486,144189.880364143
1487,277498.505378014
1488,166332.293519812
1489,153020.633444867
1490,176499.950510242
1491,183454.477490513
1492,152908.853037681
1493,239467.129163847
1494,219355.046910633
1495,195305.038323941
1496,111159.52394249
1497,82481.8653208283
1498,68155.9291902985
1499,59223.0940028691
1500,61457.2064147439
1501,81621.8580346765
1502,54375.3020004797
1503,203954.254382387
1504,134980.076373638
1505,149532.016116308
1506,190648.586762439
1507,190566.720947152
1508,277241.545475542
1509,156458.588908185
1510,159460.538023303
1511,160761.235158891
1512,171193.509079922
1513,174532.920057075
1514,220117.804842691
1515,193629.82452771
1516,252056.670163529
1517,177863.230999317
1518,155516.212549331
1519,155539.432822255
1520,137719.561298396
1521,171161.15387213
1522,179261.115265898
1523,135720.424076031
1524,167971.07377476
1525,164008.287218979
1526,195871.332917361
1527,128939.71252892
1528,131736.904382129
1529,132716.932454297
1530,170119.535421435
1531,114116.035419309
1532,86985.4801512893
1533,117237.200348351
1534,117016.483501445
1535,185176.890175359
1536,138053.104033269
1537,144195.85707679
1538,155656.60832265
1539,162753.069504082
1540,161942.623558974
1541,164095.543173045
1542,113674.595815136
1543,145849.933980907
1544,87228.5143567234
1545,99798.2334158468
1546,106103.91989544
1547,118637.746208156
1548,108271.413288995
1549,101189.808217747
1550,115200.801278024
1551,110926.712932655
1552,142427.53827661
1553,192257.645121484
1554,68756.4163206015
1555,241750.110399983
1556,158469.573034583
1557,162612.972918208
1558,96806.4885677881
1559,122440.083312525
1560,114742.828896658
1561,193780.966135198
1562,124886.084933656
1563,124719.32005149
1564,137080.723289177
1565,168936.284399486
1566,292867.27316792
1567,137120.977208146
1568,257389.027986647
1569,265287.822538309
1570,174632.922675297
1571,152679.89511488
1572,155885.210606629
1573,262181.613962162
1574,179332.253401482
1575,194968.354093325
1576,194425.14248798
1577,131877.913750179
1578,206500.290894544
1579,166296.55116555
1580,153140.639501895
1581,218597.714006967
1582,120138.511894962
1583,197647.704172935
1584,163631.655577269
1585,84700.8017357044
1586,126920.805607714
1587,140651.612376616
1588,162961.625621959
1589,172353.770646134
1590,113937.678416417
1591,110432.648309838
1592,105765.577503997
1593,124271.473907349
1594,139507.142686194
1595,158741.358376961
1596,182824.517502111
1597,241849.850793186
1598,275046.913613052
1599,83786.3475706374
1600,89304.8493958505
1601,115923.890491177
1602,139349.356912648
1603,137380.399994918
1604,106122.79529148
1605,179691.438021932
1606,161403.857586925
1607,224534.190111132
1608,190256.321389732
1609,159854.175331728
1610,152327.550316584
1611,226695.004252563
1612,171235.955391009
1613,190233.026270324
1614,62700.6344746774
1615,44573.9410498127
1616,48833.1216677861
1617,48728.2546728382
1618,113814.502816383
1619,184252.958502155
1620,151441.009541358
1621,155026.836663054
1622,165024.428784496
1623,182578.749135512
1624,203936.142419983
1625,185831.144618863
1626,176368.981058233
1627,164127.78867076
1628,194660.282377907
1629,143076.929668931
1630,177555.03189563
1631,140955.631812409
1632,157218.537778083
1633,141838.666889555
1634,131991.509843534
1635,140259.952142438
1636,129096.041132822
1637,189135.855743025
1638,212982.776248865
1639,191349.875915372
1640,219468.527564073
1641,193942.167057763
1642,130816.509339369
1643,137584.651345757
1644,147130.012720856
1645,170669.863899046
1646,161917.006762877
1647,173996.939403323
1648,135214.015839049
1649,140062.276094759
1650,115236.294662207
1651,138425.976265323
1652,47674.8032146896
1653,47022.8449598182
1654,66032.7179545299
1655,64696.2042686048
1656,66057.4150306852
1657,66695.790537285
1658,66788.7457603907
1659,55311.1207502309
1660,168513.031012321
1661,252740.698609156
1662,212779.105778512
1663,223489.331586223
1664,263756.241046718
1665,203390.768401245
1666,266322.674674488
1667,344347.39076077
1668,188599.364211368
1669,185676.501704059
1670,228318.251134468
1671,219975.344733781
1672,275207.651453854
1673,215781.922602743
1674,176286.181516806
1675,133031.113303157
1676,109120.275487351
1677,172829.403253159
1678,272377.832074111
1679,264640.829376809
1680,158485.763110395
1681,133676.892678484
1682,263344.627411556
1683,93402.3650173121
1684,165517.750412049
1685,142275.123494402
1686,81821.0883138206
1687,147029.461334681
1688,137860.532614958
1689,161257.760677113
1690,144115.586349828
1691,130726.393884482
1692,0
1693,150212.447844098
1694,138405.018470416
1695,128140.125775547
1696,249357.836662845
1697,129303.12373262
1698,221589.737704794
1699,207547.587504963
1700,163091.794028804
1701,199249.581989543
1702,196115.004725059
1703,183589.126869337
1704,183452.377801081
1705,162674.631367697
1706,223384.329645114
1707,0
1708,153606.36166617
1709,206250.887254533
1710,142992.811960007
1711,171550.223567528
1712,164750.916397776
1713,186333.80986156
1714,160118.043085788
1715,136469.548541057
1716,157644.911892488
1717,130643.551696775
1718,130509.578189702
1719,170074.772597902
1720,177566.710193382
1721,195891.365755567
1722,194883.422927665
1723,187541.667654964
1724,140195.783672957
1725,185874.0415441
1726,132906.869859959
1727,132586.495417256
1728,145818.009471191
1729,157107.900986335
1730,144257.997086212
1731,150750.40459693
1732,131772.942530048
1733,139229.382950675
1734,147678.002177532
1735,125118.738128372
1736,118014.339320382
1737,260879.775418223
1738,190302.73950093
1739,104627.833004638
1740,109462.450984556
1741,96937.287490199
1742,76474.8600018203
1743,81412.0132767452
1744,240665.214037662
1745,246091.054969029
1746,181997.767028884
1747,208336.057401058
1748,188894.455906989
1749,164001.109112387
1750,152026.16069782
1751,226718.132822047
1752,115559.552909746
1753,170710.492871405
1754,169400.855026538
1755,246898.991674401
1756,120249.397966196
1757,127332.396181326
1758,162235.219800001
1759,222564.285780118
1760,160433.842696825
1761,172040.670196529
1762,153080.882350902
1763,193476.406753397
1764,150247.857621321
1765,178110.231292608
1766,177552.166859442
1767,232178.774674938
1768,147251.616305796
1769,194418.642480332
1770,145622.394741499
1771,146878.288387124
1772,154399.83078304
1773,166321.29819771
1774,184598.307000145
1775,135186.8756965
1776,194808.144951004
1777,128957.13916521
1778,127444.00081627
1779,158399.040542007
1780,173547.92636415
1781,157348.169033949
1782,93250.1605278805
1783,161707.912424079
1784,126345.94357886
1785,159917.26972635
1786,170410.054927798
1787,128618.47335533
1788,85421.6517272277
1789,158335.837469079
1790,153929.127358196
1791,180240.741308469
1792,172245.344812362
1793,173660.495976022
1794,129163.636594238
1795,164778.322720508
1796,148397.132376509
1797,127813.596309634
1798,124519.871171758
1799,111647.668911603
1800,137109.384390193
1801,165981.635415323
1802,134411.723265537
1803,139458.032481944
1804,136568.554315665
1805,131637.241514788
1806,86257.7181484398
1807,169642.163192662
1808,221039.788928226
1809,153785.660021546
1810,116031.032504859
1811,137195.115954681
1812,157532.972856735
1813,105980.751315118
1814,118640.407793185
1815,92115.3461720392
1816,129401.078320815
1817,152387.786535237
1818,150629.635474362
1819,74624.5957318649
1820,68405.4947780727
1821,101460.931338587
1822,152815.036993358
1823,139827.119841043
1824,130859.614354739
1825,104115.145917125
1826,108441.352776313
1827,108271.591517674
1828,116598.260168292
1829,140854.082222557
1830,142914.989742624
1831,172163.548487954
1832,88114.2741270014
1833,132839.239757289
1834,103967.276272211
1835,117150.85561723
1836,110422.233345019
1837,92990.2757992932
1838,157345.458235766
1839,76037.3779310137
1840,171287.591250217
1841,166127.609096045
1842,146039.304804999
1843,176958.713676203
1844,132117.828916482
1845,223823.098546964
1846,222548.837646949
1847,262342.295667287
1848,130267.814197249
1849,234894.319296966
1850,151974.997564829
1851,152551.624307809
1852,128544.527453363
1853,88812.0775972887
1854,166124.283894744
1855,276806.433109506
1856,175853.212155594
1857,368351.61100655
1858,137853.2996083
1859,138090.166586728
1860,129619.106824431
1861,137169.529386281
1862,204878.508600867
1863,158510.790135351
1864,158948.891663243
1865,192776.086625975
1866,193903.00545876
1867,162328.191076243
1868,204970.549274651
1869,127216.724794292
1870,169288.916878916
1871,193073.120262835
1872,172748.50509972
1873,242928.44963876
1874,151438.112019484
1875,227398.684745663
1876,149591.384310281
1877,180301.329423954
1878,187460.843608794
1879,226202.64004734
1880,115573.434026641
1881,197142.998355534
1882,201482.833590079
1883,0
1884,180264.568269147
1885,243702.664864373
1886,219307.41191721
1887,156639.767672421
1888,180025.668069104
1889,163620.750375595
1890,167838.18722306
1891,82260.4844306661
1892,107423.089475914
1893,188571.6743704
1894,190089.93083415
1895,197627.813351748
1896,134051.617461217
1897,110931.921257442
1898,99818.6071318495
1899,145881.508934448
1900,115141.397670509
1901,201720.516031442
1902,221464.159695687
1903,157213.246871922
1904,147809.345378657
1905,215252.186327057
1906,227194.204737324
1907,279299.30524403
1908,46524.9130167332
1909,46856.1577079636
1910,48235.0271651636
1911,217525.358805852
1912,294258.156498368
1913,149768.911344953
1914,141348.023094532
1915,106602.189624216
1916,287409.539511557
1917,171393.861523168
1918,149815.992724324
1919,158114.642312275
1920,188486.144763222
1921,234887.18045293
1922,233804.398636021
1923,178372.494091462
1924,227240.258641335
1925,159816.336066631
1926,224453.665631738
1927,186579.472270249
1928,210467.022201144
1929,120022.9350242
1930,131403.450793265
1931,122785.662111318
1932,155135.11571794
1933,164556.900230058
1934,145204.470570128
1935,132880.907414939
1936,155444.356872747
1937,221051.747503524
1938,217224.473534039
1939,134456.445853495
1940,105851.052695228
1941,175110.528622086
1942,210013.449079586
1943,118325.088150541
1944,221669.778008564
1945,253546.905961641
1946,422744.783626156
1947,159494.767135014
1948,613772.448829895
1949,211803.124880016
1950,175622.750759633
1951,297997.795462684
1952,238639.206783531
1953,203518.130958571
1954,181546.090421991
1955,148921.200575082
1956,219240.249074426
1957,176144.39391059
1958,232482.309098759
1959,150372.541377182
1960,156242.492679246
1961,120652.015249814
1962,46662.7421126368
1963,51026.1784929594
1964,53898.1809185653
1965,65570.9091143774
1966,67647.1300827495
1967,210754.081640062
1968,256805.013788778
1969,245584.900581679
1970,240271.53918127
1971,226446.890099946
1972,210602.864321984
1973,155745.537100294
1974,184458.53723772
1975,245857.424435817
1976,190202.210469678
1977,278705.926486127
1978,274143.588127807
1979,190715.707797213
1980,195803.51939826
1981,168730.910937058
1982,123404.287758833
1983,123563.511279184
1984,68307.3353291465
1985,100524.583348519
1986,103844.246036143
1987,89394.0738496725
1988,145280.207707703
1989,137123.353894139
1990,146908.082230034
1991,137239.235194665
1992,150953.549266421
1993,0
1994,202231.340359048
1995,140948.469812476
1996,180906.56353579
1997,196854.288979113
1998,215153.597431126
1999,182979.680416154
2000,207264.127582173
2001,176779.22970467
2002,214853.268409947
2003,172951.602558944
2004,161289.746087835
2005,0
2006,152500.683062652
2007,188564.177762408
2008,135108.361297614
2009,161556.058031214
2010,193576.728448871
2011,198154.055407581
2012,151545.386366977
2013,138709.530838464
2014,144199.508280747
2015,214944.915956267
2016,140930.105180942
2017,140897.422726999
2018,143735.625243067
2019,127542.715060585
2020,131514.275693384
2021,106428.527368203
2022,284121.351314182
2023,171733.857194119
2024,178739.616190797
2025,214689.371766993
2026,85216.8288383237
2027,66732.6084042311
2028,71624.4483281647
2029,66025.1595017414
2030,118157.2501604
2031,103202.475931263
2032,103353.025424246
2033,107080.470725364
2034,61132.1289954161
2035,173708.184961268
2036,78277.5189171306
2037,78470.557705354
2038,111468.172991999
2039,176008.5473167
2040,375387.556358767
2041,254053.314111907
2042,0
2043,182658.054313491
2044,193575.16155021
2045,240556.203126027
2046,173674.674007125
2047,140233.130265559
2048,130416.392196584
2049,193018.442278383
2050,199339.95461005
2051,128709.034851052
2052,157340.690382858
2053,175536.926246366
2054,79924.5515604565
2055,169198.216022203
2056,161814.757447702
2057,128281.987984122
2058,228376.716035328
2059,148388.034832568
2060,168930.521212856
2061,216223.653247931
2062,163189.430351714
2063,169042.51288388
2064,153165.554283469
2065,185483.182289572
2066,236146.257667578
2067,168102.246977022
2068,212621.636937041
2069,151133.788199113
2070,121425.327184699
2071,88440.0165179869
2072,175763.254500364
2073,158890.664952322
2074,182781.401939046
2075,194465.629441929
2076,116830.433779028
2077,139947.01582511
2078,131710.652463395
2079,131910.430678641
2080,111050.474997938
2081,121504.588816142
2082,165288.53299318
2083,129444.952088459
2084,114982.373654622
2085,130089.430821247
2086,157300.782858001
2087,147725.774215536
2088,90845.4037881559
2089,81024.9140059672
2090,106687.299469113
2091,173150.106235875
2092,137726.063137231
2093,131262.451767961
2094,100944.913470923
2095,166423.462127275
2096,112353.223527168
